age,monthly_salary,monthly_expenses,current_savings,dependents,risk_tolerance,expected_return,inflation_rate,retirement_goal_age,goal_type,target_corpus,risk_label
55,83674,11692,3354450,1,Low,10.157298818089725,4.603932584640555,62,Aggressive,4806690.359586523,Low
27,85025,66758,4376441,0,High,7.556902373802109,4.737247828474711,69,Luxury,139917874.58512253,Low
40,242186,163176,2146826,5,Medium,12.662650164660802,5.112926461147895,65,Aggressive,170286698.32842144,Medium
25,253939,168623,3757804,0,Medium,7.137973610465298,6.648652424084342,57,Normal,396835007.7613092,Medium
52,145522,107869,2292203,3,Medium,11.031777045178124,4.468675277385941,67,Luxury,62346089.96781516,Medium
23,189799,24850,2627114,1,High,10.004483949924516,4.094192483765799,53,Normal,24845209.435760356,Medium
58,225200,98055,1812097,3,High,7.207384847722745,7.832105026588229,69,Luxury,67424838.52547327,Medium
60,292525,39039,4584774,5,Low,13.242877216971795,7.244819296177655,65,Normal,16615046.00605306,Medium
44,214008,16190,3780535,1,Low,7.904657181219714,5.118300333372451,69,Aggressive,16917117.146295626,Medium
47,185021,11497,4035283,2,High,6.838212541453808,7.734330806374327,52,Aggressive,5005833.241845,Medium
25,271540,104792,3722630,5,Low,10.4229168949658,7.6494590747229765,67,Normal,694939765.182641,Medium
43,123210,58791,492934,1,Low,10.907259240104793,5.899279709273935,57,Luxury,39349044.30051113,High
43,196746,26528,4451434,1,Low,12.885183230043296,5.239641933227439,69,Aggressive,30025425.43744675,Medium
51,202459,42544,3756736,4,High,12.801629225781852,6.278007394952014,60,Luxury,22077515.777439367,Medium
31,228602,80129,1444641,2,Medium,13.00269811755208,4.485488772992216,52,Normal,60406897.242870755,Medium
37,121042,10767,2094245,3,Low,6.3530151676688265,5.332334738369324,53,Normal,7416574.058479322,Medium
37,100528,44594,1781683,2,Medium,13.749883856035403,4.2120049468607945,52,Aggressive,24840707.184945993,Medium
58,102247,77714,4398810,1,Medium,13.637665921534058,6.3236293139805735,65,Aggressive,35812040.44552105,Low
54,294735,156256,2415593,1,Low,7.477740995792215,5.9668383898424135,64,Aggressive,83686947.50447957,Medium
30,111327,12507,4921052,0,High,6.932793550302267,6.232279624925164,64,Luxury,29308624.72897296,Low
52,260314,14339,3074554,3,Medium,13.558418283632154,5.339937608166638,68,Aggressive,9888468.357423423,Medium
45,219196,96825,1869943,3,Medium,10.289155964429229,5.614023228157569,55,Aggressive,50156200.355236165,Medium
22,231599,179577,4313572,3,High,6.077793867139889,5.2415222336158624,65,Luxury,484638796.34035075,Medium
55,46792,19003,26631,1,High,8.506334507896534,5.462700848788444,66,Normal,10233665.192765541,High
25,250282,159140,184540,2,Low,7.996674409890821,4.625624118087921,55,Luxury,185371284.3565556,High
21,149040,96269,88486,0,Low,7.535065450886721,4.4989885448941465,53,Luxury,118084935.26433909,High
32,281375,182462,3349970,2,High,7.1062347460148745,5.978701220746761,51,Aggressive,164985945.7297724,Medium
46,253784,137011,1695039,4,Low,12.651844525386002,6.8476152422418455,60,Aggressive,103892538.91025117,Medium
32,296968,173971,4509574,3,Low,10.324235502069584,5.538114471335257,54,Normal,170845440.7979937,Medium
24,71372,15231,568218,1,Medium,10.325331438625565,5.207062304627705,52,Normal,18928086.154130317,Medium
26,117838,21088,2407372,2,High,8.45107315703432,7.75519129108726,56,Luxury,59470653.95949391,Medium
42,49349,35167,3011018,5,Low,6.1236304816126035,6.061920481181145,50,Luxury,16893999.217473067,Low
42,60532,43447,4789164,4,Medium,10.183286639909596,4.5053404589297195,60,Normal,28812024.05098187,Low
31,178835,139071,998652,3,Low,10.40448015003906,6.784986832930114,49,Normal,136000781.56576073,High
40,273939,206941,4576345,5,Medium,8.782526138683028,6.116268072203898,66,Normal,290602248.9188474,Medium
34,276717,128874,2510415,1,High,10.804845136702227,6.652222625009742,61,Aggressive,220026073.1453458,Medium
57,31516,10365,2707010,4,High,6.674769073288065,4.239150066525958,65,Normal,4334484.498241967,Low
48,245433,116031,433158,5,High,13.237634812021781,7.279582050523853,61,Normal,86779518.75606075,High
27,28653,20242,2992077,2,Low,13.475047556160206,6.822359628121163,50,Aggressive,27707957.700478364,Low
41,251300,178830,2651672,0,Medium,10.512272490316288,5.511210549650345,50,Aggressive,86945895.23306696,Medium
28,205340,106573,957298,2,Medium,10.563038437543275,5.748596337611127,49,Luxury,103403511.24803074,High
33,251993,37676,1145294,1,Low,10.029346597627882,7.763848073335625,56,Aggressive,63105488.75908162,High
51,165895,58986,900651,5,Low,12.980612182024725,4.640573438927111,67,Luxury,36565538.739867605,High
56,248927,153927,546348,5,Medium,8.934182001538195,6.718465377469511,61,Aggressive,63919580.63296841,High
51,162360,54387,1068320,5,High,12.808074529571888,4.940798822024503,60,Aggressive,25183474.615255974,Medium
51,93710,59811,3369327,5,Medium,8.916198374866223,6.72010830472836,62,Luxury,36695359.66835767,Low
43,53228,41296,1657651,5,High,11.494905227539792,5.307359084333795,55,Aggressive,23042728.40697224,Low
36,285260,46768,4609376,5,Low,11.878148933478098,4.45516594308728,63,Aggressive,45517456.22266348,Medium
47,230164,46643,4489488,2,Medium,6.656388308736142,5.886268943311421,54,Normal,20882632.683948513,Medium
24,296038,204469,3947026,3,Low,6.374621588102981,4.777110066869833,51,Normal,216242946.94165277,Medium
43,39448,27967,2011629,3,High,13.44931326265852,6.963717691356115,67,Aggressive,42212675.14116895,Low
35,227985,71511,259808,4,High,8.856247710932998,7.132840354419637,46,Normal,45776535.18814135,High
45,93701,28277,3896341,0,Low,7.921777880860813,7.6967635740833025,67,Aggressive,43352379.43209437,Low
56,75295,24811,3818429,5,Low,8.719776210227405,7.818345010688338,64,Normal,13592733.843779782,Low
46,79716,14256,1331214,0,Low,13.496996319491604,5.363194564519056,59,Normal,8434804.641964536,Medium
56,117697,74554,2311419,0,Low,11.315642884355146,7.900478055224113,70,Normal,64851401.762751184,Medium
51,48710,32270,3657141,5,Medium,8.576198465578866,5.018325474110956,59,Normal,14323228.927315632,Low
51,194474,118699,54828,5,Medium,13.288506826118732,7.985296763434955,68,Normal,131451927.71363786,High
59,114368,77556,4429861,1,Medium,13.982216207901777,5.413706487611552,67,Luxury,35474258.67345062,Low
53,55511,16897,3482247,4,High,13.40050990555741,7.348414323397424,64,Aggressive,11058158.989098882,Low
27,107097,12253,1256244,3,Low,6.0807654421314625,5.789883001606363,62,Aggressive,26357758.655074243,Medium
26,282211,185444,3155974,0,Medium,7.90656320619956,6.040852205726128,53,Luxury,271088249.1666667,Medium
51,190115,16809,431112,4,Low,13.086646457965987,4.14793550476923,67,Normal,9662150.09008729,High
40,259508,178809,2260229,5,High,13.28371710394461,4.990548670073712,66,Normal,190290000.41053733,Medium
44,63767,10941,1625428,4,Medium,10.754862969235447,6.485386489437191,55,Normal,6551917.184229711,Low
43,82568,49584,1072009,4,Low,7.926582636874867,6.355492890289419,59,Luxury,39867739.09205622,Medium
50,33436,16558,1158843,4,Medium,9.858551789580623,6.27474452667094,64,Aggressive,11645284.632422697,Low
45,78511,42332,94918,0,Low,11.672623292945739,4.835870475883777,60,Aggressive,25789244.881146133,High
60,32585,20546,4669976,1,Medium,10.813338400830926,5.322546846606325,70,Luxury,10352901.03620215,Low
24,104571,49798,848058,5,Medium,11.401177951318274,7.486541757624011,66,Luxury,309888133.11554503,Medium
29,203105,51037,3836893,2,High,8.052494728342513,5.7433718599317185,49,Normal,46780998.526398286,Medium
54,42385,33521,4525811,5,Medium,12.564483072619659,6.6485297113841355,62,Luxury,16829732.024285425,Low
50,170028,114319,3701159,3,Medium,11.515135617425127,6.809435264669702,66,Normal,98399654.30105317,Medium
38,206925,127235,1596938,2,Low,10.127344288454607,5.1778477641109975,50,Normal,69955071.52683869,Medium
44,134613,26886,458252,2,Medium,11.181404131133002,6.777097038636969,60,Aggressive,23030173.00817656,High
22,85675,43975,3651651,1,Low,11.383722128192915,5.965621518701104,68,Luxury,189634185.4540884,Low
23,248101,73806,3818575,0,Low,7.82609525894159,5.072021307702986,51,Normal,88481272.53465256,Medium
47,278241,19616,1975450,2,Medium,9.117188418856355,4.058659318653186,68,Normal,13569831.580819989,Medium
38,249850,109367,2708536,3,Medium,13.474948750484595,6.627338556468894,45,Aggressive,51414727.55064102,Medium
48,54450,27983,32687,2,High,7.366840297842975,5.2691350665846075,66,Aggressive,21156046.368641704,High
49,43244,29894,3080538,4,Medium,6.354553587788721,6.0578816843761345,56,Aggressive,13536485.588260567,Low
32,26566,11218,4076995,1,Medium,6.53573646049511,7.888249677300946,67,Normal,47987911.46685276,Low
38,172471,66463,273728,1,Medium,12.032109752208882,4.255458903409528,55,Aggressive,40493085.245046884,High
30,59568,44579,1567439,2,High,7.899551867074854,7.76758197571206,51,Luxury,64343174.80155275,Low
41,70447,26659,2990854,2,High,8.802975278301073,4.091741231393076,60,Aggressive,17134613.166964307,Low
28,219135,102336,2954944,5,High,13.608304675442595,4.687541212520824,59,Luxury,127026602.58298229,Medium
48,287930,59856,4250098,3,High,7.138854720505707,7.72277394646888,69,Luxury,85642047.17677996,Medium
23,252379,171180,2514987,3,Medium,12.300204123811115,5.255853502253794,52,Normal,226837961.6856615,Medium
45,36036,21055,3175659,1,High,9.028590367179806,7.128589952637064,58,Normal,15461319.450517539,Low
37,118844,64893,3229049,1,High,8.835819500726917,5.864171668110922,55,Luxury,54300168.096011564,Low
52,138557,54687,30472,2,Low,13.568870133488787,4.101240028615825,69,Luxury,32490448.1063256,High
46,131331,15073,3201680,4,Medium,7.877536858966271,4.088004411884753,65,Aggressive,9681305.325635707,Low
27,120777,11258,475594,1,Medium,7.693114620088125,4.606660387140172,67,Normal,20462372.678871986,High
21,133635,36541,3955962,3,High,7.167466136347526,4.074437148378946,46,Normal,29751129.186148837,Low
52,55970,19998,592619,4,Medium,11.706287599275939,7.097097965844565,64,Normal,13659671.417821685,Medium
59,33742,15313,3937107,4,High,11.662255325745042,6.249553093218401,70,Luxury,8949108.410575872,Low
39,21884,13147,3899193,1,Low,8.926685384727316,5.842462576242709,45,Aggressive,5545076.375701587,Low
42,256323,10669,4322447,4,High,6.3613567341866135,6.966892788651467,52,Aggressive,6276806.989002746,Medium
54,177083,94993,3559027,4,Low,12.773873952794968,5.667680918797569,66,Normal,55222869.700847514,Medium
59,282337,67143,807015,0,Medium,10.94135832826467,4.057539287725469,65,Normal,25571918.20369053,High
40,270482,16873,2294688,5,Low,6.794586849035285,7.420004915049134,65,Normal,30300009.104891017,Medium
32,110730,33765,4085902,3,Low,11.528802398143705,7.423193551879194,61,Aggressive,80803789.16222338,Low
47,61251,43592,1945176,4,Medium,13.346071524543916,5.901500942668264,68,Normal,43598592.91343648,Low
50,271535,102052,3937701,2,Low,10.559274930590302,5.784775560885803,66,Normal,75285870.89154626,Medium
23,117259,32248,193978,3,Low,11.314017627835586,4.53289717019255,47,Luxury,28034688.361560445,High
40,129471,56058,1326504,2,Medium,13.225244303890145,4.295445522378213,66,Luxury,50194691.396620125,Medium
24,266697,44257,2103798,2,Medium,8.258282694622977,7.521529612892175,65,Normal,259666559.2524812,Medium
37,256421,39493,480620,1,Medium,8.101548682781722,4.80101164965585,47,Luxury,18936343.77585046,High
41,82118,42052,4444317,3,Low,6.31934105146048,4.451440631342562,64,Luxury,34351040.731577404,Low
30,110530,86568,1749180,1,High,13.05086380392471,5.005715877917172,67,Normal,158254993.32072714,Medium
22,189493,137605,4426930,3,Low,13.68486392415652,6.724954588631523,55,Normal,353616699.20331293,Medium
21,89293,15332,591315,1,Low,6.583001910890634,7.885111640401723,62,Luxury,103309959.9801992,Medium
45,122073,94628,2497519,0,Low,11.262760633147643,5.677381919207715,62,Normal,72583129.25103463,Medium
54,27834,10028,2811620,1,Medium,6.363199733715403,4.495179019951566,66,Luxury,5099065.985380662,Low
39,38267,12393,4984774,0,Medium,10.172628539555799,5.589270208995085,61,Normal,12300791.160563933,Low
47,130609,49108,4184526,1,Medium,10.631128705679005,5.625284345129559,66,Aggressive,41673831.61006281,Low
33,219826,88929,1727958,1,Medium,10.594681465830822,6.78412312535767,49,Luxury,76255581.13459744,Medium
46,89952,67801,4850970,2,Low,11.717411206666341,6.688580186711102,66,Normal,74253352.30398704,Low
37,114826,15764,2832087,2,High,13.881921239531128,7.370840023521971,61,Luxury,26065142.373819467,Low
53,256197,93686,1006488,1,Medium,11.520007643081861,7.346068808497668,70,Luxury,93790836.14860791,High
45,40025,20858,1741087,0,High,8.015679840416407,7.716596887601999,51,Normal,9774389.990658803,Low
53,288885,95136,2057137,0,High,10.830532316100626,5.329846388769173,70,Normal,68998683.77062137,Medium
51,249293,15450,4488776,5,Low,9.548092311685762,7.390225326469137,70,Normal,17963049.108832087,Medium
55,78132,42173,3033180,0,High,12.404747155059397,7.213189208990981,66,Normal,27219874.25783213,Low
42,197242,85449,4675350,5,Low,12.009163036409575,7.832452892563865,50,Normal,46862355.4636784,Medium
54,83186,40284,3327538,0,Medium,13.46036038801125,7.295371501144659,61,Luxury,19784303.090689782,Low
24,195012,45830,1973355,3,Medium,7.638547145880332,7.316133869165151,66,Luxury,266809869.9294095,Medium
57,90156,46769,4618186,4,Medium,9.365015606738062,6.227461228540344,69,Aggressive,28968163.6665625,Low
49,237205,68181,1631079,4,High,12.704838524696992,5.122387236461369,57,Normal,30503265.831041887,Medium
22,215628,154908,3854704,0,Low,11.85780717716764,6.780601963947934,70,Luxury,1083499244.3078513,Medium
39,253103,164275,4710852,3,Medium,6.186932873888097,4.806610525515691,58,Luxury,120247920.52161056,Medium
47,191412,86389,543027,1,Medium,9.862408163815235,4.039856476579606,66,Aggressive,55001539.47288785,High
39,216685,116942,1160100,0,Medium,6.5264660336242075,5.8522354560045216,56,Aggressive,92255518.19208466,High
60,213266,47004,5454,3,High,11.615578216766014,4.373431698684607,68,Normal,19859841.37798546,High
57,189518,147442,2844940,5,Low,10.53109347981568,7.882582790058956,65,Normal,81162076.53719488,Medium
22,156451,97827,3692661,3,Low,13.548261497863386,7.201617120436998,47,Luxury,166960373.29001665,Medium
42,87110,62692,3135342,2,High,11.379809523369312,6.79622811406397,61,Luxury,65598778.37480505,Low
49,244858,34068,1186032,5,Low,8.038130579384838,4.678377797961865,68,Aggressive,24364111.851540644,High
57,58906,11488,2507046,0,High,6.318462234445388,5.3664146587615065,69,Luxury,6453452.391145029,Low
31,192633,102832,3019557,2,High,6.10847295727223,7.208568940074125,70,Luxury,465800548.3016097,Medium
54,93017,54271,3059593,4,High,8.62887916521847,5.824196966398032,61,Normal,24198249.467217762,Low
49,245332,120184,2236999,4,Low,12.767097352325756,5.049647365497644,57,Luxury,53471787.22446582,Medium
47,162944,78455,1732797,0,Medium,13.605861905112608,5.430362587979558,70,Luxury,79424224.6816363,Medium
58,183237,81330,4304450,0,Medium,7.858085264812054,4.263647133809155,63,Normal,30063295.74669777,Medium
47,297126,207529,1157854,3,Medium,11.495619482630602,4.087092802314958,69,Luxury,150290447.9497724,High
29,264392,153563,3504422,0,Medium,10.720502467747977,7.262503999200087,50,Normal,200823437.77043417,Medium
44,151025,61954,150818,4,Low,10.589060093707097,4.73188390675172,52,Aggressive,26904314.517787278,High
45,276043,200747,2335954,0,Low,13.18571528357364,5.825808554761153,56,Normal,112273656.65140727,Medium
41,262799,120327,3995794,1,Medium,13.589822573958083,6.408367065679249,59,Luxury,110420156.51524293,Medium
23,106381,45636,4932590,0,Low,7.757793867766758,7.156846813271605,60,Luxury,176671328.20046997,Low
57,118309,45165,3768396,0,Medium,8.877730294946037,5.31717024135177,65,Luxury,20507688.957528003,Low
22,150665,58435,609027,1,Low,11.035646037324831,6.375650546789668,48,Luxury,87436398.05396499,High
44,276231,50483,778914,0,High,6.011352070725178,6.330495574071877,61,Aggressive,42998138.67381572,High
27,243573,77460,2409183,5,Low,10.250745654032986,4.215717508705222,46,Normal,50924876.31826902,Medium
51,121689,59834,4020204,0,Medium,13.292456505468927,7.011036804942298,59,Luxury,30867244.83138746,Low
21,181183,89753,859365,5,High,7.608002930374936,6.391810995463026,46,Aggressive,126728783.43629846,High
42,299504,178676,1767005,3,Low,9.673642499663664,7.081099858246517,60,Luxury,183661571.21574587,High
21,295357,84382,1768011,3,Low,8.293524527555554,6.648118214189655,67,Normal,488897844.6592953,High
35,21741,16138,2827635,3,Medium,7.284169016936186,4.0270665305729505,49,Normal,8414336.831399959,Low
29,114825,73045,2899193,4,High,6.712457685420041,5.243717451486617,59,Luxury,101530645.4849912,Low
52,89966,25562,3007224,3,Medium,8.757487851183555,4.787828021115335,69,Aggressive,16982449.91335547,Low
41,89671,56049,4479131,2,Medium,13.712573254181557,5.630599716458525,67,Aggressive,69859022.77502848,Low
30,147126,112761,4636270,3,High,12.245656741136315,5.1677700571025635,49,Normal,88115196.81337485,Low
27,80307,51282,732304,4,Low,7.65565473044392,7.559894798682448,69,Luxury,328398903.0911118,Medium
21,215372,104384,1997616,3,Medium,7.492802199337489,5.5018905874524915,62,Normal,281465468.6067208,Medium
43,117900,38920,1018031,4,Low,11.768519037077706,4.330837746967781,57,Normal,21138385.38647972,Medium
49,97611,59816,468599,1,Low,11.420925487015287,4.307301041570818,64,Aggressive,33779968.838011585,High
53,98882,60850,1617234,4,Low,8.089371970003246,5.668244911581249,59,Aggressive,25412582.52064186,Medium
34,99893,39334,4567171,5,Low,7.9721938688202485,5.270677544882849,58,Normal,40482507.40077123,Low
28,85936,11475,4966522,3,High,10.967025225836291,5.397977229714259,59,Aggressive,17566065.902032588,Low
21,231187,123314,387039,3,High,9.97451843298014,4.859590233780542,64,Aggressive,284632416.15498173,High
58,295723,25101,3931857,2,Medium,6.4279623135192,5.521528370207984,65,Luxury,10969827.25468715,Medium
55,127840,33275,1762061,4,Low,11.908722795944222,7.159920632785143,70,Normal,28165993.067432217,Medium
29,196627,86280,2156825,0,High,12.404530745852462,4.308251369528989,69,Aggressive,139887203.43877873,Medium
39,238204,148702,4428789,1,High,9.512504300389754,5.03787060009197,59,Luxury,119221955.6591104,Medium
30,30314,10409,1115313,2,High,7.025653877265174,6.278214794148852,49,Normal,9930497.981508484,Low
50,22806,14247,2493625,0,Medium,11.165843337282329,7.49425297958776,66,Aggressive,13583403.896478858,Low
21,192839,20272,2684653,3,High,11.738023670423365,7.101885746592503,45,Luxury,31560848.69127324,Medium
58,159085,116686,4688941,2,Low,8.369118470723052,5.401765669246732,65,Luxury,50591226.72904235,Low
60,260666,204396,226858,2,Low,11.375008925095468,5.326265202146715,65,Luxury,79483516.07401194,High
49,125913,28045,1769218,3,High,9.934801418535258,6.3585374957416,64,Luxury,21211044.337994106,Medium
55,157754,65172,4751203,3,High,9.745507973198087,7.953264895990948,63,Luxury,36063556.66597419,Low
47,171962,31000,362580,3,Low,7.560807073674525,4.827082891725513,66,Luxury,22776105.092761844,High
41,264185,94158,3469806,0,Medium,11.537542944342224,5.18328275622892,52,Luxury,49248432.30561882,Medium
34,120271,46879,4470482,4,Medium,11.145572262527804,4.958824532100364,49,Normal,29065912.879064478,Low
30,35480,23217,843786,4,Low,9.624558091141306,5.572287397104981,62,Aggressive,39493457.81145169,Medium
58,175181,16086,3473212,5,Low,8.223798701241105,6.635953659800795,65,Aggressive,7566497.969687873,Medium
40,24145,17339,3635331,5,High,12.648473280476596,6.968564758521007,49,Normal,9537857.287956038,Low
28,172131,106851,3952641,3,Medium,8.944803220178162,4.49683441169495,69,Luxury,194593509.94141033,Medium
52,89328,55413,3194117,1,High,13.20006974514661,5.033992997170193,67,Aggressive,34728102.79626131,Low
21,123797,90430,677814,1,Low,13.15479046606537,7.467421259073058,70,Aggressive,924694662.5598029,High
34,239938,162447,4795997,3,Medium,7.514951301612188,4.181503714650465,63,Luxury,159867791.65426663,Medium
30,266761,144999,1123700,0,Medium,13.371609581482552,7.8254089755193945,60,Luxury,416984281.30185556,High
57,20251,14327,442428,2,Medium,13.326833777991467,7.615551340635345,62,Normal,6203712.896024222,Medium
41,272965,62334,4678706,4,High,7.346842833629517,4.002959502823557,69,Normal,56121050.01126585,Medium
32,21625,13400,1273649,0,Medium,6.176807562486463,7.801349514222362,62,Aggressive,38278241.7957211,Low
47,146212,112287,2405173,3,Medium,6.0313511127759085,7.657916239794343,56,Aggressive,65443189.9250605,Medium
46,158894,105617,1093777,1,Medium,6.982787343852715,7.590072578641844,68,Aggressive,158432214.5364855,Medium
21,95841,24386,2409516,0,High,9.887127316927298,6.349947190385718,45,Luxury,32059482.680168636,Low
36,155678,39534,3912049,1,Low,9.1906362108537,6.107283542936505,57,Normal,41185195.764209636,Low
30,58124,37580,339410,3,Low,10.88271454515547,7.174793595248035,46,Aggressive,34163355.72822813,High
49,217819,40342,2665677,1,High,11.20905742087919,7.841186340359014,54,Normal,17652326.99531432,Medium
22,131299,105023,4906941,3,High,8.317991010628912,4.014294326052513,69,Normal,200344739.37769353,Low
59,90372,25737,312225,2,Medium,9.690731844038211,6.3334735053155775,69,Aggressive,14268528.454161294,High
21,208147,161263,3690054,3,Medium,8.839163650489382,6.160187859317087,63,Aggressive,595725899.0373204,Medium
60,219894,118756,3738308,1,High,12.967555538442062,4.226995342218798,69,Normal,51712886.35997887,Medium
24,29112,13124,2893549,2,Medium,10.464391552081928,5.595943695944937,65,Normal,36704908.2680789,Low
41,116596,68268,466507,1,High,7.321357337089528,6.30631828249835,56,Normal,51253626.0848839,High
48,105024,81907,4256908,1,Low,11.397953909120318,5.446953917292996,61,Normal,48964889.23583516,Low
26,75043,54583,1689555,5,High,10.397800181684417,7.964263981089751,65,Normal,325161983.836137,Medium
51,147903,65283,4957874,3,Medium,13.92620071314123,6.916462840632647,62,Luxury,40870670.69792948,Low
21,177106,11633,1843952,5,Low,13.303654891862607,6.688059609259554,69,Aggressive,78049868.02335262,Medium
32,39977,21998,519115,4,High,6.191098259961889,6.831716273476699,45,Aggressive,15581423.209533067,Medium
38,124758,85986,4240976,3,High,10.732680055807922,7.999517960507741,51,Aggressive,70150799.2093004,Low
38,176595,24152,1573621,3,Medium,13.003456336922227,5.502651188508194,47,Luxury,11733962.977241004,Medium
38,275140,12548,4414966,0,Medium,10.088648651873097,7.619371176621885,50,Luxury,9086176.446109567,Medium
36,58453,45528,284689,2,Low,9.378353770378355,5.14833523909723,53,Luxury,32065694.17480427,High
36,124465,54995,4381668,3,High,7.809501417130628,7.238587394474548,63,Aggressive,108873891.14495307,Low
55,294929,167879,1311218,0,Low,7.360063900875274,5.904310745283191,62,Normal,75251141.93215412,High
35,109059,70245,2231092,2,Medium,11.561398791595767,6.727620049487442,68,Normal,180664115.43208042,Medium
22,242892,122603,1202149,2,Medium,6.942903915637591,5.989144963354276,52,Luxury,210602736.8107784,High
53,80663,24268,243500,3,Medium,10.195716133754843,4.539663636568536,67,Luxury,13554722.112926137,High
33,144273,45046,1481252,3,Medium,8.409065909406763,7.702696378812856,70,Aggressive,210455754.56926778,Medium
53,189416,54741,255665,2,Medium,6.465752697204157,4.985896068186705,63,Aggressive,26714286.231707163,High
34,201660,57660,2628610,1,Low,12.339845528621398,4.450739652253562,46,Aggressive,29169845.53593394,Medium
56,45894,27316,4513063,3,Medium,10.51798408432542,7.286178318191852,70,Luxury,21935685.67587154,Low
24,190215,118328,162105,1,Low,10.270903981239805,6.267432675535024,54,Normal,219894534.54886046,High
31,265481,143867,483390,4,Low,13.73999802907871,4.454490757496428,50,Aggressive,98786511.31511208,High
56,255398,188149,2508916,4,High,10.559102663077429,6.690121626237209,65,Normal,101097650.12621157,Medium
42,26169,20109,4477727,5,High,13.107016975673577,4.12100170769323,56,Aggressive,10618140.20842461,Low
53,195650,115895,4782814,3,Low,6.281392723456538,6.9536827775880194,61,Luxury,59532195.83130946,Low
44,72166,50020,4205205,4,Low,9.579684332274168,6.986113679663685,58,Luxury,38623240.474534355,Low
50,220258,113150,1668617,1,Low,10.304509602866807,6.450632659480897,60,Aggressive,63424679.5874973,Medium
29,31790,16528,3917623,2,Medium,12.214300396876329,5.098933094385809,50,Normal,14089838.427426647,Low
47,263477,169801,1767467,5,Medium,11.914235945482822,5.556134853187636,60,Normal,102883736.64072965,Medium
56,284013,169826,1231912,4,Low,6.460933363616057,4.71288138605042,69,Luxury,92710061.34700622,High
28,292131,184059,1770462,1,Medium,10.035727360118969,6.817082390983617,62,Normal,519831391.47953284,Medium
25,184328,52642,2129119,1,High,12.105303999916579,7.870563907805313,69,Aggressive,442775308.8811298,Medium
52,163057,56053,1521215,3,Medium,13.09183395265318,4.805204409243041,68,Luxury,35632451.73945028,Medium
33,113158,75331,163940,1,Low,12.269698435128156,6.9304503841613645,49,Aggressive,66026355.22732722,High
35,81802,14026,2967453,2,High,10.422150143108457,4.636747957204593,66,Luxury,17150087.129781254,Low
21,244994,155662,3851242,0,Medium,6.055760228806761,7.045402629974937,52,Normal,385400684.2150048,Medium
53,274588,94784,493588,2,Medium,7.110783078000265,6.8424910564335795,64,Aggressive,58889835.849582024,High
21,239895,71918,3292945,5,High,13.909472135738074,4.651323062403752,64,Normal,152398944.2732724,Medium
52,124351,78658,607554,2,Medium,8.169831197952181,4.2509874867836945,66,Luxury,42265560.99837281,High
54,292864,49909,542989,0,Medium,6.477652529932622,6.106406370202789,66,Normal,30492946.74178756,High
32,70415,15582,4790207,3,High,9.914964374307425,4.948116263211456,45,Aggressive,8758200.342098448,Low
24,298951,57892,156511,4,Low,6.546286351751629,5.5185546580436355,46,Aggressive,56620558.94219475,High
54,115507,67500,3118735,5,High,11.810599712660462,4.242294396645692,66,Luxury,33338999.942097146,Low
51,178034,36815,1307675,4,High,8.359205661432473,4.813315794388485,63,Aggressive,19415276.598205533,Medium
33,139908,48352,3968725,2,Medium,7.841282194084546,5.429501304618464,50,Luxury,35636273.68829346,Low
58,120350,66926,2925772,4,Low,12.484098107680678,7.607423533494684,65,Luxury,33543761.04503127,Low
22,158073,101032,728679,1,Medium,12.361698663155774,5.0409806410974145,64,Normal,239137917.8247127,High
47,213339,49040,1569685,1,Medium,10.85329773542594,7.951882734299673,63,Normal,50044373.06780544,Medium
47,129528,29898,2323567,4,Medium,10.266747374559902,7.611150740485603,61,Luxury,25047549.871461514,Medium
24,98107,43696,846696,2,Low,8.07338874042196,7.8894067815595275,50,Aggressive,94408668.4290807,Medium
32,181324,102585,3194455,3,High,9.229577718478307,6.11967377330086,50,Normal,89646106.00038347,Medium
57,180241,119481,3751397,2,Medium,13.580961850206716,4.306442434969161,67,Aggressive,54642610.08177174,Medium
56,49530,35125,3579806,0,Medium,9.67466542543969,7.668324044654797,63,Aggressive,17674749.1211761,Low
40,237398,153452,3317568,3,Low,6.300204202805915,4.1212480960974585,47,Normal,61075828.25509756,Medium
24,196999,96901,4967497,2,Medium,6.24462581220656,6.344528182704721,47,Aggressive,119645931.494056,Low
39,35347,16971,223786,2,High,11.677023684068757,6.62114452927575,69,Luxury,34844071.25483233,Medium
22,175915,126758,2463965,0,Low,6.797432029490974,5.996621102343788,48,Luxury,172857881.78586197,Medium
53,109650,71578,2256315,4,Low,12.612982446893643,4.866422066766493,65,Aggressive,37978536.136131555,Medium
38,162669,21149,3490909,2,Low,8.436706401131882,4.475363705769109,65,Normal,20691223.321133,Medium
36,64467,35908,1541103,2,Medium,11.433168790252783,7.472059063134608,53,Luxury,36672216.08096569,Medium
47,217752,150158,1986879,5,High,13.430370383241343,4.7191993333871025,55,Luxury,65144871.82580505,Medium
36,44286,10687,3851052,2,Medium,10.82968721993408,6.369692942732746,57,Luxury,11726086.16146565,Low
27,56475,21626,1658400,4,High,8.083075428651226,5.631863763779123,53,Aggressive,26962860.150305837,Low
27,98848,40054,2202258,1,High,11.835997514519441,4.5101071653301315,62,Luxury,56273950.67502759,Medium
36,194859,94137,774350,3,Low,11.447182130806818,7.183503508087897,55,Normal,105514618.83921601,High
